,Price,Levy,Manufacturer,Model,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Wheel,Color,Airbags,Age
13637,627,761,HONDA,Civic,Sedan,Yes,Petrol,1.8,215533 ,4.0,Automatic,Front,Left wheel,Grey,12,14
13639,17876,0,FIAT,500,Coupe,Yes,Petrol,1.4,50000 ,4.0,Manual,Front,Left wheel,White,8,11
13640,7213,503,TOYOTA,Prius C,Sedan,No,Hybrid,1.5,148233 ,4.0,Variator,Front,Left wheel,White,12,12
13641,4861,308,HONDA,Civic,Jeep,Yes,Hybrid,1.5,49272 ,4.0,Automatic,Front,Left wheel,Blue,0,9
13643,13172,0,HONDA,Insight LX,Hatchback,No,Hybrid,1.3,198000 ,4.0,Variator,Front,Left wheel,Blue,6,13
13644,25089,0,JEEP,Patriot 70th anniversary,Jeep,Yes,Petrol,2.4,184000 ,4.0,Manual,4x4,Left wheel,Black,0,13
13645,6398,494,NISSAN,March,Hatchback,Yes,Petrol,1.2,149734 ,4.0,Automatic,Front,Left wheel,Silver,4,9
13646,14279,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,37898 ,4.0,Automatic,Front,Left wheel,Silver,4,8
13649,20005,531,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,132421 ,4.0,Automatic,Front,Left wheel,Silver,4,12
13651,17249,738,CHEVROLET,Cruze,Sedan,No,Petrol,1.4,65600 ,4.0,Tiptronic,Front,Left wheel,Black,14,7
13652,14834,586,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.8,158223 ,4.0,Automatic,Front,Left wheel,White,4,12
13654,26030,0,MERCEDES-BENZ,C 250,Sedan,Yes,Petrol,1.8,112000 ,4.0,Tiptronic,Rear,Left wheel,Black,10,12
13655,17405,697,TOYOTA,Corolla S,Sedan,Yes,Petrol,1.8,142265 ,4.0,Automatic,Front,Left wheel,Black,8,9
13659,7056,780,BUICK,Century,Sedan,Yes,Petrol,1.4,29965 ,4.0,Automatic,Front,Left wheel,Black,12,5
13660,9408,585,HYUNDAI,Elantra,Jeep,Yes,Petrol,1.8,207606 ,4.0,Automatic,Front,Left wheel,Grey,12,11
13661,470,382,FORD,Fusion,Sedan,Yes,Hybrid,2.0,0 ,4.0,Automatic,Front,Left wheel,Black,0,9
13662,10663,0,HYUNDAI,Tucson,Jeep,No,Diesel,2.0,200000 ,4.0,Manual,4x4,Left wheel,Black,0,19
13663,1490,1202,JEEP,Cherokee,Jeep,Yes,Petrol,2.4,95334 ,4.0,Automatic,Front,Left wheel,Black,12,7
13664,10820,843,TOYOTA,Prius,Sedan,No,Hybrid,1.5,216000 ,4.0,Automatic,Front,Left wheel,Silver,4,16
13665,14113,761,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,166000 ,4.0,Automatic,Front,Left wheel,Black,8,14
13667,32929,1017,CHEVROLET,Camaro,Coupe,No,Petrol,2.0,67200 ,4.0,Tiptronic,Rear,Left wheel,Blue,8,7
13668,18189,891,FORD,Focus,Hatchback,No,Petrol,2.0,66000 ,4.0,Automatic,Front,Left wheel,Grey,6,8
13673,16900,503,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,79092 ,4.0,Automatic,Front,Left wheel,Grey,4,12
13675,13485,0,HONDA,FIT,Hatchback,No,Hybrid,1.3,97000 ,4.0,Variator,Front,Right-hand drive,Green,6,13
13676,7683,0,NISSAN,Note,Hatchback,No,Petrol,1.5,0 ,4.0,Automatic,Front,Right-hand drive,Grey,4,19
13678,31,490,HONDA,Insight,Hatchback,Yes,Hybrid,1.3,198891 ,4.0,Automatic,Front,Left wheel,Grey,0,13
13680,21953,642,SSANGYONG,Korando,Jeep,Yes,Diesel,2.0,109309 ,4.0,Automatic,Front,Left wheel,Grey,4,12
13681,15681,1141,MITSUBISHI,Outlander,Jeep,No,Petrol,2.4,153000 ,4.0,Variator,4x4,Left wheel,Silver,8,15
13684,17264,447,HONDA,FIT,Hatchback,Yes,Petrol,1.3,52320 ,4.0,Automatic,Front,Left wheel,Silver,4,11
13685,26594,1292,HYUNDAI,Grandeur,Sedan,Yes,LPG,3.0,200000 ,4.0,Automatic,Front,Left wheel,Silver,4,8
13686,24920,707,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,156559 ,4.0,Automatic,Front,Left wheel,Silver,4,13
13688,110,1077,HYUNDAI,Santa FE,Jeep,Yes,Petrol,2.0,28797 ,4.0,Automatic,Front,Left wheel,White,12,5
13690,392,585,HYUNDAI,Elantra,Jeep,Yes,Petrol,1.8,0 ,4.0,Automatic,Front,Left wheel,Silver,12,11
13691,1333,642,KIA,Avella,Sedan,Yes,Petrol,2.0,225307 ,4.0,Automatic,Front,Left wheel,Grey,12,12
13695,14113,586,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,88000 ,4.0,Automatic,Front,Left wheel,Silver,12,12
13696,4391,640,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,53867 ,4.0,Automatic,Front,Left wheel,Silver,12,11
13697,10976,0,FORD,Transit,Goods wagon,No,Diesel,2.0,245452 ,4.0,Manual,Front,Left wheel,Red,4,20
13698,18660,1024,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,54963 ,4.0,Automatic,Front,Left wheel,Silver,4,14
13700,20385,353,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,137600 ,4.0,Variator,Front,Left wheel,White,12,9
13704,14426,0,FORD,Transit,Microbus,No,Diesel,2.2,155000 ,4.0,Manual,Front,Left wheel,Yellow,2,14
13705,18817,609,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,35058 ,4.0,Automatic,Front,Left wheel,White,12,6
13706,500,0,NISSAN,Tiida,Hatchback,Yes,Petrol,1.8,0 ,4.0,Variator,Front,Right-hand drive,Grey,6,17
13707,25089,781,TOYOTA,Camry,Sedan,No,Hybrid,2.5,99000 ,4.0,Automatic,Front,Left wheel,Silver,12,12
13708,37006,696,MERCEDES-BENZ,E 220 CDI,Sedan,Yes,Diesel,2.2,130000 ,4.0,Tiptronic,Rear,Left wheel,Black,12,11
13709,16621,584,HYUNDAI,Elantra Limited,Sedan,No,Petrol,1.8,144000 ,4.0,Tiptronic,Front,Left wheel,Grey,12,10
13710,21953,531,NISSAN,Juke,Hatchback,Yes,Petrol,1.6,104000 ,4.0,Automatic,4x4,Left wheel,Black,12,12
13711,35438,0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,110624 ,4.0,Automatic,Front,Left wheel,Black,12,8
13712,41710,0,MERCEDES-BENZ,Sprinter,Microbus,No,Diesel,2.2,232722 ,4.0,Tiptronic,Rear,Left wheel,White,4,14
13713,1646,382,FORD,C-MAX,Hatchback,Yes,Hybrid,2.0,193106 ,4.0,Automatic,Front,Left wheel,Silver,12,9
13714,30,0,HONDA,FIT,Hatchback,No,Petrol,1.3,0 ,4.0,Automatic,Front,Right-hand drive,Red,4,21
13715,11967,503,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,118400 ,4.0,Automatic,Front,Left wheel,Blue,4,12
13717,314,781,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,249422 ,4.0,Automatic,Front,Left wheel,Grey,10,12
13719,10976,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,327685 ,4.0,Automatic,Front,Left wheel,Silver,4,9
13720,12544,751,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.4,98456 ,4.0,Automatic,Front,Left wheel,Black,0,11
13722,24462,0,TOYOTA,Camry SE,Sedan,Yes,Petrol,2.5,210000 ,4.0,Automatic,Front,Left wheel,Black,0,15
13724,27598,640,BMW,528,Sedan,Yes,Petrol,2.0,82000 ,4.0,Tiptronic,Rear,Left wheel,White,12,11
13726,13178,687,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,86660 ,4.0,Automatic,Front,Left wheel,Silver,4,14
13727,627,584,VOLKSWAGEN,Jetta,Sedan,Yes,Petrol,1.8,121010 ,4.0,Automatic,Front,Left wheel,Grey,12,10
13728,8154,0,TOYOTA,Ist,Sedan,No,Petrol,1.5,158500 ,4.0,Automatic,Front,Right-hand drive,Silver,2,21
13729,8311,0,NISSAN,Tiida,Hatchback,Yes,Petrol,1.5,114960 ,4.0,Tiptronic,Front,Right-hand drive,Silver,12,19
13731,30,0,HONDA,FIT,Hatchback,No,Petrol,1.3,0 ,4.0,Automatic,Front,Right-hand drive,Silver,4,18
13732,10036,639,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,335782 ,4.0,Automatic,Front,Left wheel,Silver,4,10
13733,21953,862,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,61142 ,4.0,Automatic,Front,Left wheel,Silver,4,13
13735,12701,640,KIA,Optima,Sedan,Yes,Petrol,2.0,51201 ,4.0,Automatic,Front,Left wheel,White,4,11
13739,19444,0,TOYOTA,Camry HYBRID,Sedan,No,Hybrid,2.4,127000 ,4.0,Variator,Front,Left wheel,Grey,10,13
13740,20071,0,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,153600 ,4.0,Variator,Front,Left wheel,Red,6,10
13741,14113,530,NISSAN,Juke,Jeep,Yes,Petrol,1.6,110531 ,4.0,Automatic,4x4,Left wheel,Red,0,11
13744,392,779,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,232032 ,4.0,Automatic,Front,Left wheel,Silver,12,11
13746,8938,986,HYUNDAI,Grandeur,Sedan,Yes,Petrol,2.4,78436 ,4.0,Automatic,Front,Left wheel,Black,4,14
13747,8624,0,NISSAN,Tiida,Sedan,No,Petrol,1.5,111122 ,4.0,Automatic,Front,Right-hand drive,White,0,18
13749,9832,790,DAEWOO,Lacetti,Sedan,Yes,Petrol,1.6,94650 ,4.0,Automatic,Front,Left wheel,Black,4,15
13752,25299,642,SSANGYONG,Korando,Jeep,Yes,Diesel,2.0,105661 ,4.0,Automatic,Front,Left wheel,White,4,12
13753,18817,862,TOYOTA,Camry,Sedan,No,Petrol,2.5,20480 ,4.0,Tiptronic,Front,Left wheel,Blue,7,13
13754,9408,836,HYUNDAI,Genesis,Sedan,Yes,LPG,2.0,133225 ,4.0,Automatic,Front,Left wheel,Black,4,14
13756,19707,531,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,79911 ,4.0,Automatic,Front,Left wheel,Grey,4,12
13757,15681,528,FORD,Fiesta,Hatchback,Yes,Petrol,1.6,94640 ,4.0,Tiptronic,Front,Left wheel,Red,8,10
13759,19757,0,HYUNDAI,Veloster,Hatchback,Yes,Petrol,1.6,31000 ,4.0,Tiptronic,Front,Left wheel,Silver,6,8
13762,13485,503,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,208000 ,4.0,Automatic,Front,Left wheel,White,6,12
13763,16935,0,TOYOTA,Prius,Sedan,No,Hybrid,1.8,235000 ,4.0,Automatic,Front,Left wheel,Blue,0,13
13766,7527,639,SUBARU,XV,Jeep,Yes,Petrol,2.0,94000 ,4.0,Automatic,4x4,Left wheel,Black,8,10
13767,392,779,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,232032 ,4.0,Automatic,Front,Left wheel,Silver,12,11
13769,1019,521,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.4,143502 ,4.0,Automatic,Front,Left wheel,Blue,12,13
13772,14426,394,LEXUS,ES 300,Sedan,Yes,Hybrid,2.5,176213 ,4.0,Automatic,Front,Left wheel,Black,12,10
13773,314,707,SUZUKI,SX4,Sedan,Yes,Petrol,2.0,151357 ,4.0,Automatic,Front,Left wheel,White,0,13
13774,45,0,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,99999 ,4.0,Automatic,Rear,Left wheel,White,4,11
13775,30734,781,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,195994 ,4.0,Variator,Front,Left wheel,Silver,12,12
13776,627,836,TOYOTA,Tacoma,Sedan,Yes,Petrol,2.7,394069 ,4.0,Automatic,Rear,Left wheel,Black,12,12
13780,7840,0,MITSUBISHI,ColtPlus,Hatchback,No,Petrol,1.5,180000 ,4.0,Automatic,Front,Right-hand drive,Silver,6,17
13781,14069,790,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,157977 ,4.0,Automatic,Front,Left wheel,Black,4,15
13783,21953,777,TOYOTA,Camry,Sedan,No,Petrol,2.5,75419 ,4.0,Automatic,Front,Left wheel,White,0,10
13785,549,1079,TOYOTA,CHR,Jeep,Yes,Petrol,2.0,46733 ,4.0,Automatic,Front,Left wheel,Silver,12,6
13787,21953,777,TOYOTA,Camry,Sedan,No,Petrol,2.5,97979 ,4.0,Automatic,Front,Left wheel,Black,0,10
13788,6586,441,KIA,Optima,Sedan,Yes,Hybrid,2.4,117469 ,4.0,Automatic,Front,Left wheel,Black,0,9
13790,12554,836,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,58776 ,4.0,Automatic,Front,Left wheel,White,4,14
13791,3920,831,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.4,182645 ,4.0,Automatic,Front,Left wheel,White,12,13
13792,25638,501,HONDA,FIT,Hatchback,Yes,Petrol,1.5,78000 ,4.0,Automatic,Front,Left wheel,White,4,10
13793,12544,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,559710 ,4.0,Automatic,Front,Left wheel,Orange,4,9
13794,19933,531,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,134000 ,4.0,Automatic,Front,Left wheel,White,4,12
13797,9408,707,MAZDA,Mazda 3,Sedan,No,Petrol,2.0,142161 ,4.0,Tiptronic,Front,Left wheel,Grey,8,13
13798,13799,751,KIA,Optima,Sedan,No,Petrol,2.4,104680 ,4.0,Automatic,Front,Left wheel,Silver,0,11
13800,20385,639,FORD,Fusion,Sedan,Yes,Petrol,2.0,99000 ,4.0,Tiptronic,Front,Left wheel,Black,12,10
13802,14884,707,SSANGYONG,Actyon,Jeep,Yes,Diesel,2.0,124706 ,4.0,Automatic,Front,Left wheel,Black,4,13
13803,1098,394,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,398069 ,4.0,Automatic,Front,Left wheel,Black,12,10
13805,5959,0,NISSAN,March,Hatchback,No,Petrol,1.2,136000 ,4.0,Automatic,Front,Right-hand drive,Sky blue,2,21
13806,470,761,TOYOTA,Prius,Jeep,Yes,Hybrid,1.8,408997 ,4.0,Automatic,Front,Left wheel,White,12,14
13808,16308,584,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,106789 ,4.0,Tiptronic,Front,Left wheel,Grey,12,10
13809,28532,642,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,99748 ,4.0,Automatic,Front,Left wheel,Grey,4,12
13810,14113,345,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,250000 ,4.0,Variator,Front,Left wheel,Silver,12,8
13812,784,448,HONDA,Insight,Hatchback,Yes,Hybrid,1.3,321269 ,4.0,Automatic,Front,Left wheel,Red,0,12
13814,12231,503,HONDA,FIT,Sedan,No,Petrol,1.5,126400 ,4.0,Automatic,Front,Left wheel,Silver,5,12
13816,32913,585,HONDA,Civic,Coupe,Yes,Petrol,1.8,128905 ,4.0,Automatic,Front,Left wheel,Black,4,11
13817,27284,834,TOYOTA,Tacoma,Jeep,Yes,Petrol,2.7,397915 ,4.0,Automatic,Rear,Left wheel,White,12,11
13818,18669,862,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,65564 ,4.0,Automatic,Front,Left wheel,Silver,4,13
13819,27598,0,TOYOTA,Corolla,Sedan,Yes,Petrol,1.8,79000 ,4.0,Tiptronic,Front,Left wheel,Blue,8,9
13820,6586,0,VOLKSWAGEN,Jetta,Sedan,No,Petrol,1.6,253000 ,4.0,Manual,Front,Left wheel,White,6,18
13821,16621,645,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,222016 ,4.0,Automatic,Front,Left wheel,Golden,8,13
13824,18503,586,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,99000 ,4.0,Variator,Front,Left wheel,Grey,12,12
13825,31421,831,SSANGYONG,Actyon,Jeep,Yes,Diesel,1.6,65249 ,4.0,Automatic,Front,Left wheel,White,4,7
13826,3763,900,KIA,Optima,Sedan,Yes,Petrol,2.4,170040 ,4.0,Automatic,Front,Left wheel,Silver,12,9
13828,23521,0,CHEVROLET,Volt,Sedan,Yes,Plug-in Hybrid,1.4,179200 ,4.0,Variator,Front,Left wheel,White,8,13
13829,26591,831,JEEP,Compass,Jeep,Yes,Petrol,2.4,69752 ,4.0,Automatic,Front,Left wheel,Silver,4,13
13831,16308,779,TOYOTA,Camry,Sedan,No,Petrol,2.5,198472 ,4.0,Automatic,Front,Left wheel,Silver,0,11
13833,28927,707,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,121581 ,4.0,Automatic,Front,Left wheel,Grey,4,13
13836,8467,0,SUZUKI,Swift,Hatchback,No,Petrol,1.2,176000 ,4.0,Automatic,Front,Right-hand drive,Black,2,16
13839,6743,0,MITSUBISHI,Colt,Hatchback,No,Petrol,1.3,164000 ,4.0,Automatic,Front,Right-hand drive,Silver,4,21
13840,15681,1528,FORD,Transit,Microbus,No,Diesel,2.4,158000 ,4.0,Manual,Rear,Left wheel,White,2,17
13843,7527,0,TOYOTA,Caldina,Sedan,No,CNG,2.0,111111 ,4.0,Automatic,4x4,Right-hand drive,White,6,19
13844,16935,1249,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,127955 ,4.0,Automatic,Front,Left wheel,Blue,12,7
13845,13799,1017,HYUNDAI,Sonata,Jeep,Yes,LPG,2.0,342961 ,4.0,Automatic,Front,Left wheel,Orange,4,7
13848,784,394,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,102397 ,4.0,Automatic,Front,Left wheel,Black,12,10
13849,3136,781,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,159379 ,4.0,Automatic,Front,Left wheel,White,12,12
13851,19130,697,VOLKSWAGEN,Jetta,Sedan,Yes,Petrol,1.8,42000 ,4.0,Tiptronic,Front,Left wheel,Black,6,9
13852,706,574,HONDA,Insight,Hatchback,Yes,Hybrid,1.3,210758 ,4.0,Automatic,Front,Left wheel,Silver,0,14
13854,9408,0,HONDA,Accord,Sedan,Yes,LPG,2.4,130000 ,4.0,Tiptronic,Rear,Left wheel,Black,10,16
13856,15053,1347,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,63984 ,4.0,Automatic,Front,Left wheel,Silver,4,16
13857,11886,583,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,113660 ,4.0,Automatic,Front,Left wheel,Grey,4,13
13860,549,891,AUDI,A6,Sedan,Yes,Petrol,2.0,97826 ,4.0,Automatic,4x4,Left wheel,Grey,0,8
13862,14740,0,HONDA,Civic,Sedan,No,Petrol,2.0,154000 ,4.0,Manual,Front,Left wheel,Black,6,16
13865,31361,0,MERCEDES-BENZ,Sprinter 315CDI-XL,Microbus,Yes,Diesel,2.2,180000 ,4.0,Manual,Rear,Left wheel,Black,2,15
13867,38016,1249,HYUNDAI,H1,Universal,Yes,Diesel,2.5,100900 ,4.0,Automatic,Front,Left wheel,Silver,4,7
13868,18189,645,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,200000 ,4.0,Variator,Front,Left wheel,Brown,12,13
13869,20237,862,HYUNDAI,H1,Universal,Yes,Diesel,2.5,247791 ,4.0,Automatic,Front,Left wheel,Grey,4,13
13870,5018,779,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,190549 ,4.0,Automatic,Front,Left wheel,Black,12,11
13871,23521,0,FIAT,500 Abarth,Hatchback,Yes,Petrol,1.4,0 ,4.0,Variator,Front,Left wheel,Black,12,6
13872,12858,586,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,160913 ,4.0,Tiptronic,Front,Left wheel,Silver,12,12
13874,17249,1024,FORD,Escape,Jeep,No,Hybrid,2.5,140000 ,4.0,Automatic,4x4,Left wheel,White,0,14
13875,16308,0,VOLKSWAGEN,Jetta,Sedan,No,Petrol,2.0,129600 ,4.0,Manual,Front,Left wheel,White,0,10
13876,549,891,AUDI,A6,Sedan,Yes,Petrol,2.0,97826 ,4.0,Automatic,4x4,Left wheel,Grey,0,8
13877,27065,707,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,137000 ,4.0,Automatic,Front,Left wheel,Grey,4,13
13878,63,0,HONDA,FIT,Hatchback,No,LPG,1.5,220000 ,4.0,Variator,Front,Right-hand drive,Black,4,21
13879,12544,1347,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,150891 ,4.0,Automatic,Front,Left wheel,Silver,4,16
13880,862,394,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,130478 ,4.0,Automatic,Front,Left wheel,White,12,10
13881,2274,645,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,32974 ,4.0,Automatic,Front,Left wheel,Silver,12,13
13882,19613,707,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,119194 ,4.0,Automatic,Front,Left wheel,Grey,4,13
13883,21103,650,HYUNDAI,Accent,Sedan,Yes,Petrol,1.4,92000 ,4.0,Automatic,Front,Left wheel,White,4,8
13885,4077,1282,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.0,59136 ,4.0,Automatic,Front,Left wheel,Silver,4,17
13886,14454,583,HYUNDAI,I30,Hatchback,Yes,Petrol,1.6,188244 ,4.0,Automatic,Front,Left wheel,White,4,13
13888,18503,503,TOYOTA,Prius C ჰიბრიდი,Hatchback,No,Hybrid,1.5,110000 ,4.0,Automatic,Front,Left wheel,Sky blue,12,12
13890,282,753,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,277614 ,4.0,Automatic,Front,Left wheel,White,0,12
13891,9722,0,PEUGEOT,307,Hatchback,No,Petrol,1.6,93000 ,4.0,Tiptronic,Front,Left wheel,Blue,4,17
13892,19089,583,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,77483 ,4.0,Automatic,Front,Left wheel,Silver,4,13
13894,18817,779,TOYOTA,Camry,Sedan,Yes,LPG,2.5,200000 ,4.0,Tiptronic,Front,Left wheel,White,6,11
13895,19444,585,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,137265 ,4.0,Automatic,Front,Left wheel,Blue,0,11
13896,26296,640,CHEVROLET,Malibu,Sedan,Yes,Petrol,2.0,76631 ,4.0,Automatic,Front,Left wheel,Black,4,11
13898,7527,574,HONDA,Insight,Sedan,No,Hybrid,1.3,140000 ,4.0,Variator,Front,Left wheel,Grey,8,14
13899,25,0,HONDA,FIT,Hatchback,No,Petrol,1.3,168000 ,4.0,Automatic,Front,Right-hand drive,White,4,18
13900,21012,0,TOYOTA,Camry,Sedan,No,Petrol,2.5,154000 ,4.0,Tiptronic,Front,Left wheel,Red,8,13
13902,10349,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,384607 ,4.0,Automatic,Front,Left wheel,Orange,4,8
13903,19757,0,KIA,Optima,Sedan,No,Hybrid,2.4,0 ,4.0,Tiptronic,Front,Left wheel,Blue,12,10
13904,12544,0,OPEL,Astra,Hatchback,No,Diesel,1.7,200000 ,4.0,Manual,Front,Left wheel,Black,8,16
13906,9408,1515,MERCEDES-BENZ,C 230,Sedan,Yes,Petrol,1.8,195200 ,4.0,Automatic,Rear,Left wheel,Blue,8,19
13907,7213,0,HONDA,FIT,Sedan,No,Petrol,1.3,280900 ,4.0,Tiptronic,Front,Right-hand drive,Black,2,18
13910,706,394,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,115312 ,4.0,Automatic,Front,Left wheel,Grey,12,10
13911,706,751,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.4,48226 ,4.0,Automatic,Front,Left wheel,Red,12,11
13913,26657,765,BMW,528,Sedan,Yes,Petrol,2.0,116691 ,4.0,Automatic,4x4,Left wheel,Black,0,9
13915,17562,0,FORD,Escape,Jeep,No,Hybrid,2.3,170000 ,4.0,Automatic,4x4,Left wheel,Sky blue,12,17
13916,14737,640,KIA,Optima,Sedan,Yes,Petrol,2.0,42563 ,4.0,Automatic,Front,Left wheel,Black,4,11
13917,15053,891,MAZDA,Mazda 3,Sedan,No,Petrol,2.0,70194 ,4.0,Automatic,Front,Left wheel,Black,8,8
13919,10036,639,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,735970 ,4.0,Automatic,Front,Left wheel,Silver,4,10
13924,17249,584,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,133502 ,4.0,Automatic,Front,Left wheel,Blue,0,10
13925,9408,1325,MAZDA,1000,Sedan,Yes,Petrol,2.5,498 ,4.0,Automatic,Front,Left wheel,White,12,5
13926,10976,1266,HONDA,FIT GP-6,Hatchback,No,Hybrid,1.5,128000 ,4.0,Automatic,4x4,Right-hand drive,Silver,4,10
13928,19757,0,SKODA,Octavia SCOUT,Universal,No,Petrol,1.8,200000 ,4.0,Manual,4x4,Left wheel,Silver,12,13
13930,23521,0,JEEP,Compass,Jeep,No,LPG,2.4,104000 ,4.0,Automatic,4x4,Left wheel,Grey,10,13
13934,12544,586,CHEVROLET,Sonic,Hatchback,No,Petrol,1.8,130000 ,4.0,Manual,Front,Left wheel,Orange,10,12
13935,3450,831,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,224349 ,4.0,Automatic,Front,Left wheel,Grey,0,13
13936,16900,1141,HONDA,Element,Universal,No,Petrol,2.4,150000 ,4.0,Automatic,4x4,Left wheel,Silver,8,15
13939,12544,779,VOLKSWAGEN,Jetta sport,Sedan,Yes,Petrol,2.5,178000 ,4.0,Tiptronic,Front,Left wheel,Silver,10,11
13940,2666,431,FORD,Fusion,Sedan,Yes,Hybrid,2.0,194974 ,4.0,Automatic,Front,Left wheel,Black,0,8
13942,3136,781,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,159379 ,4.0,Automatic,Front,Left wheel,White,12,12
13943,36899,1091,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,90132 ,4.0,Automatic,Front,Left wheel,Silver,4,8
13946,3293,891,LEXUS,RC F,Coupe,Yes,Petrol,2.0,66776 ,4.0,Automatic,Rear,Left wheel,White,12,8
13948,14831,382,TOYOTA,Aqua,Hatchback,Yes,Hybrid,1.5,154629 ,4.0,Automatic,Front,Left wheel,White,4,7
13949,15053,779,VOLKSWAGEN,Passat,Sedan,Yes,Petrol,2.5,80000 ,4.0,Tiptronic,Front,Left wheel,Blue,8,11
13950,15988,447,HONDA,FIT,Hatchback,Yes,Petrol,1.3,88830 ,4.0,Automatic,Front,Left wheel,Black,4,11
13951,12544,0,BMW,320,Sedan,No,Petrol,2.0,134000 ,4.0,Tiptronic,Rear,Left wheel,Red,6,21
13957,21012,0,TOYOTA,Camry sport,Sedan,No,Petrol,2.5,12000 ,4.0,Tiptronic,Front,Left wheel,Black,8,12
13958,26030,0,CHEVROLET,Volt,Sedan,Yes,Plug-in Hybrid,1.4,93000 ,4.0,Automatic,Front,Left wheel,White,10,10
13961,45,0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,100000 ,4.0,Automatic,Front,Left wheel,White,12,12
13962,28225,934,TOYOTA,RAV 4,Jeep,Yes,Petrol,2.5,89786 ,4.0,Automatic,4x4,Left wheel,Silver,0,9
13964,10000,1268,HONDA,Insight,Hatchback,No,Hybrid,1.5,102000 ,4.0,Automatic,Front,Right-hand drive,Silver,8,12
13966,941,642,VOLKSWAGEN,Jetta,Sedan,Yes,Diesel,2.0,141438 ,4.0,Automatic,Front,Left wheel,Black,12,12
13967,7997,0,NISSAN,Note,Hatchback,No,Petrol,1.5,142000 ,4.0,Automatic,Rear,Right-hand drive,Black,4,17
13968,27654,528,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,86000 ,4.0,Automatic,Front,Left wheel,White,4,10
